competition;date;draw_1;draw_2;draw_3;draw_4;draw_5;draw_6;draw_7;draw_8;draw_9;draw_10;draw_11;draw_12;draw_13;draw_14;draw_15
1;29/09/2003;18;20;25;23;10;11;24;14;6;2;13;9;5;16;3
